Episode,Average_Q_Value,Max_Q_Value
6396,40.77430601590949,1265.0944395847537
6397,40.75498840612906,1265.0944395847537
6398,40.73613125547953,1265.0944395847537
6399,40.73279465624027,1265.0944395847537
6400,40.7303580429503,1265.0944395847537
6401,40.726634395370446,1265.0944395847537
6402,40.7210335707458,1265.0944395847537
6403,40.71725977958632,1265.0944395847537
6404,40.71248679493108,1265.0944395847537
6405,40.71248779160151,1265.0944395847537
6406,40.69293715181824,1265.0944395847537
6407,40.72100565978121,1262.3140406344469
6408,40.71663778052446,1262.3140406344469
6409,40.73509466319251,1262.3140406344469
6410,40.742189515604444,1262.3140406344469
6411,40.87879351657173,1262.3140406344469
6412,40.87235674467219,1262.3140406344469
6413,40.86279031705899,1262.3140406344469
6414,40.859321470967345,1262.3140406344469
6415,40.86800205315245,1262.3140406344469
6416,40.882866905879844,1262.3140406344469
6417,40.90389573984069,1262.3140406344469
6418,40.90136678826766,1262.3140406344469
6419,40.96415327906176,1251.8400076604362
6420,40.9716287523491,1251.8400076604362
6421,41.00189235361795,1251.8400076604362
6422,40.9995976757468,1251.8400076604362
6423,41.008591425560816,1251.8400076604362
6424,41.0104760485346,1251.8400076604362
6425,41.090583307838536,1251.8400076604362
6426,41.07035703481527,1251.8400076604362
6427,41.071711420357055,1251.8400076604362
6428,41.07091399793806,1251.8400076604362
6429,41.067420517448234,1251.8400076604362
6430,41.067530385386114,1251.8400076604362
6431,41.06790523055804,1251.8400076604362
6432,41.0684509355589,1251.8400076604362
6433,41.07827362679278,1251.8400076604362
6434,41.079456669375446,1251.8400076604362
6435,41.115327163400146,1251.8400076604362
6436,41.19104693562579,1260.1342078574064
6437,41.189426310054664,1260.1342078574064
6438,41.198996942860454,1260.1342078574064
6439,41.19950079726531,1260.1342078574064
6440,41.19930979145232,1260.1342078574064
6441,41.233168369045366,1260.1342078574064
6442,41.312139090604596,1260.1342078574064
6443,41.31033974190232,1260.1342078574064
6444,41.30681340389434,1260.1342078574064
6445,41.30440122117012,1260.1342078574064
6446,41.42811532764614,1260.1342078574064
6447,41.474552664590945,1234.6364157850765
6448,41.471397084900985,1234.6364157850765
6449,41.47319224143163,1234.6364157850765
6450,41.45131645854692,1234.6364157850765
6451,41.450059473338946,1234.6364157850765
6452,41.44700711602081,1234.6364157850765
6453,41.4473578874204,1234.6364157850765
6454,41.61499516681693,1238.3334455152863
6455,41.6181168108114,1238.3334455152863
6456,41.616262089025724,1238.3334455152863
6457,41.61400138789299,1238.3334455152863
6458,41.717642057652746,1238.3334455152863
6459,41.78619186513664,1238.3334455152863
6460,41.78259967536123,1238.3334455152863
6461,41.77880740952653,1238.3334455152863
6462,41.82127601140581,1238.3334455152863
6463,41.85960129126355,1238.3334455152863
6464,41.85032413454733,1238.3334455152863
6465,41.940971172384266,1261.946756412229
6466,42.02034231645279,1261.946756412229
6467,42.0133143276823,1261.946756412229
6468,42.01878228734349,1261.946756412229
6469,42.013676451656444,1261.946756412229
6470,42.01006783628448,1261.946756412229
6471,42.01235212626751,1261.946756412229
6472,42.01072039700428,1261.946756412229
6473,42.00858153090129,1261.946756412229
6474,42.016118662068116,1261.946756412229
6475,42.024283398498305,1261.946756412229
6476,42.03041363781629,1261.946756412229
6477,42.02914656625058,1261.946756412229
6478,42.014528766597344,1261.946756412229
6479,42.01351761150519,1261.946756412229
6480,42.01120175910482,1261.946756412229
6481,42.065155171229435,1261.946756412229
6482,42.08102950709139,1261.946756412229
6483,42.07695169648442,1261.946756412229
6484,42.073978480709556,1261.946756412229
6485,42.141233382670336,1261.946756412229
6486,42.138523338337876,1261.946756412229
6487,42.129228275014874,1261.946756412229
6488,42.12655850032135,1261.946756412229
6489,42.12210192308089,1261.946756412229
6490,42.12469084429755,1261.946756412229
6491,42.124690631462464,1261.946756412229
6492,42.115799524245816,1261.946756412229
6493,42.11549548211177,1261.946756412229
6494,42.11455350242876,1261.946756412229
6495,42.20784030934899,1272.4567145810026
6496,42.20485360724184,1272.4567145810026
6497,42.235337808074384,1272.4567145810026
6498,42.23176107615282,1272.4567145810026
6499,42.229040336345626,1272.4567145810026
6500,42.373386358878996,1272.4567145810026
6501,42.37039379947427,1272.4567145810026
6502,42.38483505459387,1272.4567145810026
6503,42.38040419073197,1272.4567145810026
6504,42.41200805409116,1272.4567145810026
6505,42.439451575466215,1272.4567145810026
6506,42.46235757818296,1272.4567145810026
6507,42.46057563293273,1272.4567145810026
6508,42.48754325733014,1272.4567145810026
6509,42.48769140673248,1272.4567145810026
6510,42.482214987383834,1272.4567145810026
6511,42.47996564193007,1272.4567145810026
6512,42.557175922233434,1272.4567145810026
6513,42.67209454060046,1272.4567145810026
6514,42.67252309680153,1272.4567145810026
6515,42.669309061110525,1272.4567145810026
6516,42.66656487646951,1272.4567145810026
6517,42.67323489571058,1272.4567145810026
6518,42.66926590754848,1272.4567145810026
6519,42.6665409871598,1272.4567145810026
6520,42.78599636368242,1302.660464231506
6521,42.774370730853626,1302.660464231506
6522,42.801563947719494,1302.660464231506
6523,42.81581406344739,1302.660464231506
6524,42.81374923393136,1302.660464231506
6525,42.81133640508752,1302.660464231506
6526,42.81322251225631,1302.660464231506
6527,42.80871792248154,1302.660464231506
6528,42.81021835355796,1302.660464231506
6529,42.814920834024036,1302.660464231506
6530,42.82303604956047,1302.660464231506
6531,42.81769292250449,1302.660464231506
6532,42.81424879279373,1302.660464231506
6533,42.816057367106666,1302.660464231506
6534,42.81762445899732,1302.660464231506
6535,42.82600169836241,1302.660464231506
6536,42.945193667373395,1302.660464231506
6537,43.0042661732246,1302.660464231506
6538,43.02320525268438,1302.660464231506
6539,43.08014692908546,1302.660464231506
6540,43.077917834756434,1302.660464231506
6541,43.07524593006059,1302.660464231506
6542,43.073059806380954,1302.660464231506
6543,43.06837779942098,1302.660464231506
6544,43.08593260225244,1302.660464231506
6545,43.07996570639474,1302.660464231506
6546,43.08004922100524,1302.660464231506
6547,43.07859621019948,1302.660464231506
6548,43.07376572799794,1302.660464231506
6549,43.069931051924186,1302.660464231506
6550,43.06515304888617,1302.660464231506
6551,43.063142431767076,1302.660464231506
6552,43.06242053132925,1302.660464231506
6553,43.20861814111506,1302.660464231506
6554,43.440304880807744,1347.9827713852048
6555,43.55877896019122,1384.2406171081639
6556,43.554724391622344,1384.2406171081639
6557,43.56815397880374,1384.2406171081639
6558,43.56649530450082,1384.2406171081639
6559,43.5625716938056,1384.2406171081639
6560,43.56047484560832,1384.2406171081639
6561,43.56029399274399,1384.2406171081639
6562,43.56477197454382,1384.2406171081639
6563,43.57484264630542,1384.2406171081639
6564,43.627269669588905,1384.2406171081639
6565,43.624007421103336,1384.2406171081639
6566,43.70443789235889,1384.2406171081639
6567,43.69336619111582,1384.2406171081639
6568,43.69145687521526,1384.2406171081639
6569,43.74646103602826,1384.2406171081639
6570,43.75318398588865,1384.2406171081639
6571,43.750116245029645,1384.2406171081639
6572,43.746042375902924,1384.2406171081639
6573,43.76333535199159,1384.2406171081639
6574,43.77059150166677,1384.2406171081639
6575,43.769562628791356,1384.2406171081639
6576,43.76834738167329,1384.2406171081639
6577,43.76509368313846,1384.2406171081639
6578,43.7692766966251,1384.2406171081639
6579,43.76719120780572,1384.2406171081639
6580,43.82020865435816,1384.2406171081639
6581,43.82638140488393,1384.2406171081639
6582,43.823403764687285,1384.2406171081639
6583,43.818975257943734,1384.2406171081639
6584,43.81581617503285,1384.2406171081639
6585,43.97310829719145,1413.2468936865312
6586,44.02144217603649,1413.2468936865312
6587,44.05955010344129,1413.2468936865312
6588,44.059192034067884,1413.2468936865312
6589,44.051564051137774,1413.2468936865312
6590,44.04785786334927,1413.2468936865312
6591,44.0495754337279,1413.2468936865312
6592,44.04496432800645,1413.2468936865312
6593,44.05756028219045,1413.2468936865312
6594,44.05369979547498,1413.2468936865312
6595,44.059047837274974,1413.2468936865312
6596,44.063348010090266,1413.2468936865312
6597,44.132958193407305,1436.4519149492248
6598,44.13232476927183,1436.4519149492248
6599,44.12815058810224,1436.4519149492248
6600,44.25940863614508,1455.01593195938
6601,44.25762525441863,1455.01593195938
6602,44.255727096341275,1455.01593195938
6603,44.271066280114304,1455.01593195938
6604,44.26866526000936,1455.01593195938
6605,44.367094839464016,1455.01593195938
6606,44.361481606698746,1455.01593195938
6607,44.35915149807523,1455.01593195938
6608,44.40620561355859,1455.01593195938
6609,44.40391093568744,1455.01593195938
6610,44.40197939239262,1455.01593195938
6611,44.397585102054315,1455.01593195938
6612,44.3979365039421,1455.01593195938
6613,44.41490161058067,1455.01593195938
6614,44.419905599293116,1455.01593195938
6615,44.41581787024322,1455.01593195938
6616,44.414619672286015,1455.01593195938
6617,44.415464740909485,1455.01593195938
6618,44.41550734555025,1455.01593195938
6619,44.41457781314036,1455.01593195938
6620,44.444593585135046,1455.01593195938
6621,44.445402049690884,1455.01593195938
6622,44.44311985854028,1455.01593195938
6623,44.58375020785944,1469.867145567504
6624,44.58336748821663,1469.867145567504
6625,44.5806494330781,1469.867145567504
6626,44.66164039456232,1469.867145567504
6627,44.65978356910794,1469.867145567504
6628,44.691293535105196,1469.867145567504
6629,44.68771394659365,1469.867145567504
6630,44.68835031095192,1469.867145567504
6631,44.692645102653614,1469.867145567504
6632,44.70630309691589,1469.867145567504
6633,44.70628306483998,1469.867145567504
6634,44.709606637683905,1469.867145567504
6635,44.74337919132326,1469.867145567504
6636,44.756048977562735,1469.867145567504
6637,44.76158665779062,1469.867145567504
6638,44.786869499340305,1469.867145567504
6639,44.825970718378315,1469.867145567504
6640,44.89674705354207,1457.430242124923
6641,44.923938671338334,1457.430242124923
6642,44.93431588400403,1457.430242124923
6643,44.98222894352001,1457.430242124923
6644,45.067430373510625,1457.430242124923
6645,45.1307301491969,1457.430242124923
6646,45.22981139293544,1457.430242124923
6647,45.232661438027606,1457.430242124923
6648,45.30069761354664,1457.430242124923
6649,45.3000515409917,1457.430242124923
6650,45.298123246978385,1457.430242124923
6651,45.3153414588424,1457.430242124923
6652,45.329091578417845,1457.430242124923
6653,45.327300290769266,1457.430242124923
6654,45.3519439332938,1457.430242124923
6655,45.34839529145846,1457.430242124923
6656,45.34763703632864,1457.430242124923
6657,45.3651401682006,1457.430242124923
6658,45.35304298984982,1457.430242124923
6659,45.35986580304695,1457.430242124923
6660,45.36332124940835,1457.430242124923
6661,45.37285234334392,1457.430242124923
6662,45.37272499880004,1457.430242124923
6663,45.380120577014935,1457.430242124923
6664,45.38484248610103,1457.430242124923
6665,45.36171857545016,1457.430242124923
6666,45.35749350860806,1457.430242124923
6667,45.44382002620307,1457.430242124923
6668,45.44075460187118,1457.430242124923
6669,45.43639246185223,1457.430242124923
6670,45.43520069523405,1457.430242124923
6671,45.43677224705285,1457.430242124923
6672,45.475913485329045,1471.7985936999385
6673,45.47290160544742,1471.7985936999385
6674,45.475862460319725,1471.7985936999385
6675,45.47018458962764,1471.7985936999385
6676,45.46354229059882,1471.7985936999385
6677,45.46039762092598,1471.7985936999385
6678,45.45755846194603,1471.7985936999385
6679,45.45496248262587,1471.7985936999385
6680,45.45224006501824,1471.7985936999385
6681,45.45392468119565,1471.7985936999385
6682,45.45085652335125,1471.7985936999385
6683,45.448802512750035,1471.7985936999385
6684,45.45062181189384,1471.7985936999385
6685,45.4439066656746,1471.7985936999385
6686,45.4449619856405,1471.7985936999385
6687,45.44256793811672,1471.7985936999385
6688,45.43827860992611,1471.7985936999385
6689,45.43987781122025,1471.7985936999385
6690,45.50455930412493,1471.7985936999385
6691,45.50901609064129,1471.7985936999385
6692,45.51913847454276,1471.7985936999385
6693,45.5179730217462,1471.7985936999385
6694,45.528516170768256,1458.9444974607518
6695,45.52807356061757,1458.9444974607518
6696,45.52870567802556,1458.9444974607518
6697,45.78671811988315,1428.7656075115367
6698,45.811530986656386,1428.7656075115367
6699,45.91622799235275,1448.8668860092293
6700,45.93585978915082,1448.8668860092293
6701,46.030362075837225,1448.8668860092293
6702,46.044036627758715,1448.8668860092293
6703,46.04196391318583,1448.8668860092293
6704,46.03403267069919,1448.8668860092293
6705,46.04827285671922,1448.8668860092293
6706,46.045681668712746,1448.8668860092293
6707,46.08129713010733,1448.8668860092293
6708,46.13552146429788,1448.8668860092293
6709,46.1418670967717,1448.8668860092293
6710,46.15331870787389,1448.8668860092293
6711,46.150272883817664,1448.8668860092293
6712,46.16223300324277,1448.8668860092293
6713,46.350638708052294,1417.463805858611
6714,46.3665396278737,1417.463805858611
6715,46.42197556317323,1417.463805858611
6716,46.55930007885649,1417.463805858611
6717,46.55592600358874,1417.463805858611
6718,46.55345187395991,1417.463805858611
6719,46.54894176148716,1417.463805858611
6720,46.607891000115124,1417.463805858611
6721,46.605509774242776,1417.463805858611
6722,46.603112068875475,1417.463805858611
6723,46.60455613405922,1417.463805858611
6724,46.60044173594213,1417.463805858611
6725,46.60066051116892,1417.463805858611
6726,46.60264170238832,1417.463805858611
6727,46.609831168209425,1417.463805858611
6728,46.674598965374685,1417.463805858611
6729,46.67274419377573,1417.463805858611
6730,46.683281328803396,1417.463805858611
6731,46.74919113272497,1417.463805858611
6732,46.74604826312406,1417.463805858611
6733,46.76724345700269,1417.463805858611
6734,46.76959117397135,1417.463805858611
6735,46.89155159362224,1450.228935793151
6736,46.888907413744164,1450.228935793151
6737,46.89315083205704,1450.228935793151
6738,46.889141137922586,1450.228935793151
6739,46.95600456323981,1450.228935793151
6740,47.02461375146125,1450.228935793151
6741,47.02272554612535,1450.228935793151
6742,47.02380475011824,1450.228935793151
6743,47.02197990504144,1450.228935793151
6744,47.0283599888208,1450.228935793151
6745,47.04831653588474,1450.228935793151
6746,47.04584956764543,1450.228935793151
6747,47.04556567664805,1450.228935793151
6748,47.04619667893135,1450.228935793151
6749,47.0634192405618,1450.228935793151
6750,47.07026613117922,1450.228935793151
6751,47.23794489315623,1499.9204606345209
6752,47.24158882110252,1499.9204606345209
6753,47.23848099785319,1499.9204606345209
6754,47.246427509170225,1499.9204606345209
6755,47.25508017850937,1499.9204606345209
6756,47.252049960783005,1499.9204606345209
6757,47.24846272472186,1499.9204606345209
6758,47.259648872245734,1499.9204606345209
6759,47.27233649047513,1499.9204606345209
6760,47.264359334833685,1499.9204606345209
6761,47.30100446387618,1499.9204606345209
6762,47.303897915980144,1499.9204606345209
6763,47.29995401188451,1499.9204606345209
6764,47.305090187391876,1499.9204606345209
6765,47.31680486807603,1499.9204606345209
6766,47.313140996384284,1499.9204606345209
6767,47.30959587920736,1499.9204606345209
6768,47.30315097655172,1499.9204606345209
6769,47.31801994891551,1499.9204606345209
6770,47.3790992753165,1499.9204606345209
6771,47.37806540779291,1499.9204606345209
6772,47.37483667820662,1499.9204606345209
6773,47.37320037478415,1499.9204606345209
6774,47.370332027445215,1499.9204606345209
6775,47.39123939013594,1499.9204606345209
6776,47.40083734954885,1499.9204606345209
6777,47.409101296855106,1499.9204606345209
6778,47.580081263516774,1499.9204606345209
6779,47.59692706694198,1499.9204606345209
6780,47.635903145684445,1499.9204606345209
6781,47.651400605534555,1499.9204606345209
6782,47.649230852020736,1499.9204606345209
6783,47.633955644144194,1499.9204606345209
6784,47.6282567673106,1499.9204606345209
6785,47.6479372565517,1499.9204606345209
6786,47.64741479187496,1499.9204606345209
6787,47.644892828987956,1499.9204606345209
6788,47.733147265487524,1514.8749531374644
6789,47.716462133873804,1514.8749531374644
6790,47.80900842391394,1514.8749531374644
6791,47.808573577832924,1514.8749531374644
6792,47.83938365748056,1514.8749531374644
6793,47.83914193277462,1514.8749531374644
6794,47.85780199106902,1514.8749531374644
6795,47.858693098668155,1514.8749531374644
6796,48.04625716221593,1514.8749531374644
6797,48.05321002573471,1514.8749531374644
6798,48.051553835062286,1514.8749531374644
6799,48.04895978080284,1514.8749531374644
6800,48.077198686042564,1514.8749531374644
6801,48.07768261530798,1514.8749531374644
6802,48.07151885810289,1514.8749531374644
6803,48.06854809480823,1514.8749531374644
6804,48.07040970192552,1514.8749531374644
6805,48.11517233384262,1514.8749531374644
6806,48.11978620741038,1514.8749531374644
6807,48.11797003930135,1514.8749531374644
6808,48.1428274739836,1514.8749531374644
6809,48.1391539099529,1514.8749531374644
6810,48.13730251747259,1514.8749531374644
6811,48.129051309257186,1514.8749531374644
6812,48.126860430011625,1514.8749531374644
6813,48.07743010235319,1514.8749531374644
6814,48.08775244327625,1514.8749531374644
6815,48.22824497604701,1526.5992752597722
6816,48.4254714804476,1526.5992752597722
6817,48.52958501918394,1561.0167322078178
6818,48.62889564300421,1561.0167322078178
6819,48.661614695652894,1562.7744300509291
6820,48.951045991276885,1530.5189414499105
6821,48.94843248505852,1530.5189414499105
6822,48.94198720391143,1530.5189414499105
6823,48.939171685371015,1530.5189414499105
6824,48.928627414280484,1530.5189414499105
6825,48.92713458845401,1530.5189414499105
6826,48.926062377577935,1530.5189414499105
6827,48.92652188552313,1530.5189414499105
6828,48.91058996095544,1530.5189414499105
6829,48.910510831346194,1530.5189414499105
6830,48.90874212673791,1530.5189414499105
6831,48.90414259201258,1530.5189414499105
6832,48.91591115317226,1530.5189414499105
6833,48.914638088616044,1530.5189414499105
6834,48.950946357763506,1530.5189414499105
6835,48.9096201757638,1498.9085626209123
6836,48.896788667490306,1498.9085626209123
6837,48.925697263562114,1498.9085626209123
6838,48.95099955794285,1498.9085626209123
6839,49.165091321671575,1498.9085626209123
6840,49.159151953810515,1498.9085626209123
6841,49.16034314533651,1498.9085626209123
6842,49.312844044923736,1514.0816250947953
6843,49.33162505269805,1514.0816250947953
6844,49.327974174369174,1514.0816250947953
6845,49.28333990727537,1514.0816250947953
6846,49.28274100798652,1514.0816250947953
6847,49.367616840514465,1551.0026120758362
6848,49.407650497994545,1551.0026120758362
6849,49.405998196546484,1551.0026120758362
6850,49.514808085123704,1554.9233598674557
6851,49.53234290810571,1554.9233598674557
6852,49.54944484276886,1554.9233598674557
6853,49.65299050025764,1554.9233598674557
6854,49.64840226494373,1554.9233598674557
6855,49.69753869149741,1557.9972261360854
6856,49.7031744238536,1557.9972261360854
6857,49.75482403678064,1557.9972261360854
6858,49.75253267939354,1557.9972261360854
6859,49.752654806492345,1557.9972261360854
6860,49.7530249615247,1557.9972261360854
6861,49.87468839420567,1557.9972261360854
6862,49.870276126685866,1557.9972261360854
6863,49.88620315020403,1557.9972261360854
6864,49.97500094273687,1586.1350929088683
6865,49.96848008844916,1586.1350929088683
6866,49.970875902732345,1586.1350929088683
6867,50.09655498936146,1586.1350929088683
6868,50.09459547322148,1586.1350929088683
6869,50.08363295759289,1586.1350929088683
6870,50.234264022787855,1608.6453863270947
6871,50.24056942710669,1626.6536210616757
6872,50.25863166069049,1626.6536210616757
6873,50.267712345697376,1626.6536210616757
6874,50.26741567908011,1626.6536210616757
6875,50.311390000359545,1626.6536210616757
6876,50.32574353992072,1626.6536210616757
6877,50.33901940103946,1626.6536210616757
6878,50.35161339129571,1626.6536210616757
6879,50.349777648998796,1626.6536210616757
6880,50.49723290712259,1626.6536210616757
6881,50.50991001965398,1626.6536210616757
6882,50.73784504434607,1626.6536210616757
6883,50.73557417334298,1626.6536210616757
6884,50.73008168735922,1626.6536210616757
6885,50.75959035823527,1626.6536210616757
6886,50.75714215690365,1626.6536210616757
6887,50.88510652895146,1626.6536210616757
6888,50.88426616609818,1626.6536210616757
6889,50.8765839534818,1626.6536210616757
6890,50.87133219355769,1626.6536210616757
6891,50.91579050883898,1626.6536210616757
6892,50.92966734989261,1626.6536210616757
6893,50.91514664382508,1626.6536210616757
6894,50.91294384931313,1626.6536210616757
6895,50.91612972336861,1626.6536210616757
6896,50.94255522140025,1626.6536210616757
6897,50.94187882032087,1626.6536210616757
6898,50.93164691468964,1626.6536210616757
6899,50.9446692623921,1626.6536210616757
6900,50.940117658698675,1626.6536210616757
6901,50.950924635565144,1626.6536210616757
6902,50.94111542597212,1626.6536210616757
6903,51.03811055288538,1626.6536210616757
6904,51.03403161328677,1626.6536210616757
6905,51.02543168630032,1626.6536210616757
6906,51.02262103729266,1626.6536210616757
6907,51.02915461884423,1626.6536210616757
6908,51.02826716429552,1626.6536210616757
6909,51.02591841534927,1626.6536210616757
6910,51.03008988534326,1626.6536210616757
6911,51.040939382146114,1626.6536210616757
6912,51.039985644324744,1626.6536210616757
6913,51.03824785151976,1626.6536210616757
6914,51.0344109855081,1626.6536210616757
6915,51.02984893538305,1626.6536210616757
6916,51.02074956901833,1626.6536210616757
6917,51.043704191214836,1626.6536210616757
6918,51.05854018427952,1626.6536210616757
6919,51.05478360955755,1626.6536210616757
6920,51.058907889641894,1626.6536210616757
6921,51.119443354197266,1641.0602088493406
6922,51.11610965888343,1641.0602088493406
6923,51.113776169554136,1641.0602088493406
6924,51.11187846100375,1641.0602088493406
6925,51.124406931258015,1641.0602088493406
6926,51.1403919742535,1641.0602088493406
6927,51.16053215615884,1641.0602088493406
6928,51.159899436555996,1641.0602088493406
6929,51.15791483709003,1641.0602088493406
6930,51.15561214464438,1641.0602088493406
6931,51.16878870959638,1641.0602088493406
6932,51.13283844671692,1641.0602088493406
6933,51.131910957327776,1641.0602088493406
6934,51.17910956685661,1641.0602088493406
6935,51.170133009843056,1641.0602088493406
6936,51.24271824753394,1641.0602088493406
6937,51.25216295059091,1641.0602088493406
6938,51.34990201923337,1641.0602088493406
6939,51.34870894625691,1641.0602088493406
6940,51.42847361077169,1652.5854790794724
6941,51.537071468110575,1652.5854790794724
6942,51.53464378060833,1652.5854790794724
6943,51.50440897769222,1652.5854790794724
6944,51.49932277986868,1652.5854790794724
6945,51.49721066483569,1652.5854790794724
6946,51.5020618119853,1652.5854790794724
6947,51.503392869850856,1652.5854790794724
6948,51.497856757488975,1652.5854790794724
6949,51.503581065431874,1652.5854790794724
6950,51.50082752185892,1652.5854790794724
6951,51.502828435863705,1652.5854790794724
6952,51.540422181914316,1652.5854790794724
6953,51.539610338801374,1652.5854790794724
6954,51.54508093392806,1652.5854790794724
6955,51.6681249140777,1652.5854790794724
6956,51.67180679403407,1652.5854790794724
6957,51.718230585175625,1652.5854790794724
6958,51.741590520895265,1652.5854790794724
6959,51.73835321691941,1652.5854790794724
6960,51.87782949193081,1652.5854790794724
6961,51.87334624679504,1652.5854790794724
6962,51.91369235561264,1652.5854790794724
6963,51.912243440896205,1652.5854790794724
6964,51.91117856001367,1652.5854790794724
6965,51.928503724339755,1652.5854790794724
6966,51.915245566517356,1652.5854790794724
6967,51.905856328144914,1652.5854790794724
6968,51.940065975600874,1652.5854790794724
6969,51.93587509794527,1652.5854790794724
6970,52.081261854764776,1661.805695263578
6971,52.1155689317445,1661.805695263578
6972,52.114273918073714,1661.805695263578
6973,52.111405570734775,1661.805695263578
6974,52.11212331945243,1661.805695263578
6975,52.070730219430295,1661.805695263578
6976,52.06724930406044,1661.805695263578
6977,52.06124164266594,1661.805695263578
6978,52.05790714677031,1661.805695263578
6979,52.07667581954363,1661.805695263578
6980,52.07020374658648,1661.805695263578
6981,52.06950648130774,1661.805695263578
6982,52.06699549427064,1661.805695263578
6983,52.06406076551309,1661.805695263578
6984,52.08862307376513,1661.805695263578
6985,52.08671558727146,1661.805695263578
6986,52.08385872851471,1661.805695263578
6987,52.082481134803885,1661.805695263578
6988,52.07474124147441,1661.805695263578
6989,52.07416529236558,1661.805695263578
6990,52.07382746972784,1661.805695263578
6991,52.09311459123607,1661.805695263578
6992,52.09226751953224,1661.805695263578
6993,52.20794456021399,1669.1818682108624
6994,52.21895935957744,1669.1818682108624
6995,52.276487236259996,1675.0828065686899
6996,52.28731530808715,1675.0828065686899
6997,52.283045495533045,1675.0828065686899
6998,52.29741097402481,1675.0828065686899
6999,52.29442811247746,1675.0828065686899
7000,52.31202627087512,1675.0828065686899
7001,52.33162397563567,1652.202232349853
7002,52.323791320820476,1652.202232349853
7003,52.39972886661705,1652.202232349853
7004,52.41135594934763,1634.2638621622848
7005,52.40882880372486,1634.2638621622848
7006,52.40561671746992,1634.2638621622848
7007,52.40694444234313,1634.2638621622848
7008,52.39985724448503,1634.2638621622848
7009,52.407084091147894,1634.2638621622848
7010,52.40559350805338,1634.2638621622848
7011,52.4096089763507,1634.2638621622848
7012,52.60754688981401,1634.2638621622848
7013,52.5969410276451,1634.2638621622848
7014,52.70941373798846,1647.1484017298278
7015,52.708203971878724,1647.1484017298278
7016,52.70611363326918,1647.1484017298278
7017,52.68619838256548,1647.1484017298278
7018,52.682464993656815,1647.1484017298278
7019,52.67881635844493,1647.1484017298278
7020,52.67559761608519,1647.1484017298278
7021,52.65941659766658,1647.1484017298278
7022,52.655796181332775,1647.1484017298278
7023,52.65412904899577,1647.1484017298278
7024,52.652394119357744,1647.1484017298278
7025,52.69655031022186,1647.1484017298278
7026,52.69321536540595,1647.1484017298278
7027,52.68900407523599,1647.1484017298278
7028,52.686784683782754,1647.1484017298278
7029,52.67698640869838,1647.1484017298278
7030,52.6728552655803,1647.1484017298278
7031,52.67455141732817,1647.1484017298278
7032,52.67058417662699,1647.1484017298278
7033,52.673988094951916,1647.1484017298278
7034,52.67870142295747,1647.1484017298278
7035,52.70200148180214,1647.1484017298278
7036,52.697328422579055,1647.1484017298278
7037,52.8003125174651,1647.1484017298278
7038,52.80076784510177,1647.1484017298278
7039,52.83334231446138,1647.1484017298278
7040,52.83075979893508,1647.1484017298278
7041,52.82835246354459,1647.1484017298278
7042,52.83046445203617,1647.1484017298278
7043,52.85827618372803,1647.1484017298278
7044,52.85725773208305,1647.1484017298278
7045,52.88465293347507,1647.1484017298278
7046,52.881825566921364,1647.1484017298278
7047,52.87710695512858,1647.1484017298278
7048,52.948533664874006,1647.1484017298278
7049,52.94325253990943,1647.1484017298278
7050,52.941114831686335,1647.1484017298278
7051,52.94459803062283,1647.1484017298278
7052,52.94633404854525,1647.1484017298278
7053,52.944302593838046,1647.1484017298278
7054,52.94987306867525,1647.1484017298278
7055,52.94938900898744,1647.1484017298278
7056,52.9482107177293,1647.1484017298278
7057,52.9916031435866,1647.1484017298278
7058,52.99489442257198,1647.1484017298278
7059,52.99115337359652,1647.1484017298278
7060,52.98189591600753,1647.1484017298278
7061,53.01680950751829,1613.2054336952312
7062,53.01557923492853,1613.2054336952312
7063,53.2012225055556,1613.2054336952312
7064,53.19792702058544,1613.2054336952312
7065,53.27710164825781,1603.6903720170612
7066,53.30223855140491,1603.6903720170612
7067,53.29944398578662,1603.6903720170612
7068,53.303574018111554,1603.6903720170612
7069,53.32539003292982,1603.6903720170612
7070,53.34655056521991,1603.6903720170612
7071,53.430613088279706,1603.6903720170612
7072,53.45774910867413,1603.6903720170612
7073,53.447621573551444,1603.6903720170612
7074,53.445622990160125,1603.6903720170612
7075,53.44314648743229,1603.6903720170612
7076,53.47259234934951,1603.6903720170612
7077,53.60516571930135,1596.230563661376
7078,53.60228764262555,1563.3059523881484
7079,53.600049552581936,1563.3059523881484
7080,53.600415310252195,1563.3059523881484
7081,53.63525988368023,1563.3059523881484
7082,53.6305609276338,1563.3059523881484
7083,53.62906566375137,1563.3059523881484
7084,53.62234553236063,1563.3059523881484
7085,53.64627888610343,1563.3059523881484
7086,53.65227590765125,1563.3059523881484
7087,53.64647255032637,1563.3059523881484
7088,53.64595965769483,1563.3059523881484
7089,53.63713440224646,1563.3059523881484
7090,53.63425749160471,1563.3059523881484
7091,53.62669074733626,1563.3059523881484
7092,53.64275928957018,1563.3059523881484
7093,53.88242919831466,1531.0398333403855
7094,53.8776073554058,1531.0398333403855
7095,53.87475960864645,1531.0398333403855
7096,53.93525828505116,1531.0398333403855
7097,53.97328073605426,1531.0398333403855
7098,53.97005071265479,1531.0398333403855
7099,53.97536185526967,1531.0398333403855
7100,54.01869820773943,1539.272541338862
7101,53.99700049291711,1539.272541338862
7102,53.99213101053857,1539.272541338862
7103,54.08009794847758,1539.272541338862
7104,54.07673631931444,1539.272541338862
